id,created_at,text
514504487872909312,2014-09-23 20:00:03,"My concern is, and I have to, uh, check with my accountant, that this might bump me into a higher, uh, tax..."
514142099080376321,2014-09-22 20:00:03,"She's not my special lady, she's my fucking lady friend. I'm just helping her conceive, man!"
513779711273492480,2014-09-21 20:00:03,Speed of Sound Tour
513417319704326144,2014-09-20 20:00:02,"Smokey my friend, you're entering a world of pain."
513054935697461248,2014-09-19 20:00:03,Darkness warshed over the Dude - darker'n a black steer's tookus on a moonless prairie night. There was no bottom.
512692546586157058,2014-09-18 20:00:03,Hey.  At least I'm housebroken.
512330156380155904,2014-09-17 20:00:02,"Dude, ""Chinaman"" is NOT the preferred nomenclature."
511967770288717825,2014-09-16 20:00:03,"Language problem here. Little prick's stonewallin' me. Here you go Larry, you see what happens? You see what happens Larry?"
511605382939025408,2014-09-15 20:00:03,"The man in the black pajamas, Dude. Worthy fuckin' adversary."
511242991080460289,2014-09-14 20:00:02,Mind if I do a J?
510880609246666752,2014-09-13 20:00:03,"Wouldn't miss the semis.  How things been goin'? Ahh, you know.  Strikes and gutters, ups and downs."
510518216410402816,2014-09-12 20:00:02,"You're not wrong, Walter, you're just an asshole!"
510155829450772480,2014-09-11 20:00:02,The word itself makes some men uncomfortable. Vagina.
510057355908628480,2014-09-11 13:28:44,I was talkin' about my rug.
504357625354412032,2014-08-26 20:00:03,"I don't see any connection to Vietnam, Walter. Well, there isn't a literal connection, Dude."
503995234036887555,2014-08-25 20:00:02,"Brandt can't watch, though, or he has to pay a hundred. Uh, I'm just gonna go find a cash machine."
503632862717816832,2014-08-24 20:00:06,"Nothing is fucked here, Dude. Come on, you're being very un-Dude. They'll call back."
501151220216516609,2014-08-17 23:38:56,"That's right, Dude, they peed on your fucking rug."
498197036010078209,2014-08-09 20:00:04,"Smokey, this is not 'Nam. This is bowling. There are rules."
496385091455561729,2014-08-04 20:00:02,"Is it being prepared to do the right thing, whatever the cost? Isnt that what makes a man? Sure,that and a pair of testicles."
496022703040507904,2014-08-03 20:00:02,"Hell, I can get you a toe by 3 o'clock this afternoon... with nail polish. These fucking amateurs..."
495660320648482816,2014-08-02 20:00:04,You see what happens? This is what happens when you fuck a stranger in the ass Larry.
495297931638214656,2014-08-01 20:00:03,"Beaver? Uhhhh, you mean vagina...? I mean, you know the guy?"
494935544707547136,2014-07-31 20:00:03,You mark that frame an eight you're entering a world of pain.
494573149803933697,2014-07-30 20:00:02,Bunch of assholes.
494210759585325056,2014-07-29 20:00:01,"Oh, Jesus, what's that smell, man?"
493848373959479296,2014-07-28 20:00:02,"She's not my special lady, she's my fucking lady friend. I'm just helping her conceive, man!"
493485991206731776,2014-07-27 20:00:03,You see a wedding ring?  Does this place look like I'm fucking married? The toilet seat's up!
493123603102048257,2014-07-26 20:00:03,"You flash a piece out on the lanes, I'll take it away from you, stick it up your ass and pull the fucking trigger til it goes click."
492761211109244928,2014-07-25 20:00:02,"I'm sorry, Smokey. You were over the line, that's a foul."
492398820391530496,2014-07-24 20:00:01,"Ve don't care. Ve still vant ze money, Lebowski, or ve fuck you up."
492036434698588160,2014-07-23 20:00:02,"I'm sorry, Smokey. You were over the line, that's a foul."
491674050905661441,2014-07-22 20:00:03,"Oh, Jesus, what's that smell, man?"
491311665057509376,2014-07-21 20:00:03,"The man in the black pajamas, Dude. Worthy fuckin' adversary."
